rank,name,inst,vote,old,recent,no_files
1685,Bradley A. Bosch,79,12,67,0,0
1686,Cameron Hart,79,4,75,0,0
1687,Martin Budaj,79,6,57,6,10
1688,Amaya Rodrigo Sastre,78,19,57,2,0
1689,Donncha O'cearbhaill,78,5,42,31,0
1690,Jaime Robles,78,5,68,5,0
1691,Jo Shields,78,7,58,9,4
1692,Szalay Attila,78,12,54,12,0
1693,Vladimir Vassilev,78,3,44,28,3
1694,Alexandru Mihail,77,34,43,0,0
1695,Frank Terbeck,77,20,52,5,0
1696,Shih-yuan Lee,77,52,22,3,0
1697,David Watson,76,43,33,0,0
1698,Mechtilde Stehmann,76,23,50,3,0
1699,James Damour,75,2,70,3,0
1700,Libloc Maintainers,75,27,12,4,32
1701,Qinxialei,75,4,55,16,0
1702,Jan Hauke Rahm,74,10,58,6,0
1703,Carsten Hey,73,16,57,0,0
1704,Jeroen Van Aart,73,1,0,0,72
1705,Manuel Traut,73,2,26,20,25
1706,Jérôme Charaoui,72,16,54,2,0
1707,Dimitar Ivanov,71,8,60,3,0
1708,Freddy Spierenburg,71,5,64,2,0
1709,Jacob Barthelmeh,71,8,62,0,1
1710,John Lines,70,15,48,7,0
1711,Debian Cross-toolchain Team,69,3,61,5,0
1712,Itd,69,15,49,5,0
1713,Nathan Sr,69,12,54,3,0
1714,John Morrissey,68,49,19,0,0
1715,Vifly,68,7,61,0,0
1716,Luca Bigliardi,67,4,57,6,0
1717,Steven Schubiger,66,7,55,4,0
1718,Federico Gimenez Nieto,65,8,57,0,0
1719,Hannes Matuschek,65,50,9,4,2
1720,Jean-christophe Dubacq,65,7,57,1,0
1721,Malik Mlitat,65,6,53,6,0
1722,Stanislas Marquis,65,0,13,0,52
1723,Changwoo Ryu,64,0,0,0,64
1724,Debian Design Team,64,3,45,8,8
1725,Jian-ding Chen,64,7,51,6,0
1726,Michael Zahniser,64,0,0,0,64
1727,Pierre Mavro,64,24,39,1,0
1728,Alexander Bürger,63,7,52,4,0
1729,Lin Qigang,63,9,49,5,0
1730,Mario Stephan,63,4,57,2,0
1731,Roland Mas,63,12,46,0,5
1732,Romanella Di Ferdinando,63,4,56,3,0
1733,Antonio Ospite,62,23,32,2,5
1734,Martin Stigge,62,17,43,2,0
1735,Sergiusz Pawlowicz,62,53,9,0,0
1736,Yauheni Kaliuta,62,11,51,0,0
1737,Conserver Maintainers,61,28,33,0,0
1738,Federico Brega,61,5,23,1,32
1739,Francois-rene Rideau,61,2,59,0,0
1740,Jeremy Oden,61,9,45,7,0
1741,Andrzej Urbaniak,60,1,57,2,0
1742,Debian Mirror Team,60,21,34,5,0
1743,Fernando Tarlá Cardoso Lemos,60,8,52,0,0
1744,Filippo Giunchedi,60,50,9,1,0
1745,Jonas Schäfer,60,6,46,1,7
1746,Kilian Krause,59,20,39,0,0
1747,Kitware Debian Maintainers,59,11,43,5,0
1748,Sam Reed,59,13,40,6,0
1749,Patrick Uiterwijk,58,27,31,0,0
1750,Peymaneh,58,28,29,1,0
1751,Debian Java Mailing List,57,0,0,0,57
1752,Ifupdown Ng Maintainers,57,27,29,1,0
1753,Jose Antonio Quevedo Muñoz,57,7,49,1,0
1754,Juan Angulo Moreno,57,4,51,2,0
1755,Matthew Danish,57,2,14,1,40
1756,Noel David Torres Taño,57,0,0,0,57
1757,Paul Hedderly,57,2,55,0,0
1758,Raoul Gunnar Borenius,57,5,48,0,4
1759,Sergio Talens-oliag,57,7,47,3,0
1760,Sergio Oller,56,0,0,0,56
1761,Aggelos Avgerinos,55,7,47,1,0
1762,Etienne Dublé,55,10,43,2,0
1763,Jaroslav Imrich,55,33,21,1,0
1764,Lazarus Long,55,8,47,0,0
1765,Nicholas Robinson-wall,55,8,46,1,0
1766,Silvio Rhatto,55,13,42,0,0
1767,Tsuchiya Masatoshi,55,2,26,0,27
1768,Vincent Prat,55,3,45,5,2
1769,Danial Behzadi,54,17,18,19,0
1770,Dennis Van Dok,54,3,38,0,13
1771,James Hunt,54,6,48,0,0
1772,Alexandre Ratchov,53,7,45,1,0
1773,Noblenote Developers,53,9,43,1,0
1774,Dann Frazier,52,9,43,0,0
1775,Jonathan Ulrich Horn,52,4,43,4,1
1776,Markus Schulz,52,3,49,0,0
1777,Thomas Dettbarn,51,2,47,2,0
1778,Zorian Medwid,51,4,45,2,0
1779,Andrew Ruthven,50,38,10,1,1
1780,Mario Lang,50,19,27,4,0
1781,Erinn Clark,49,4,43,2,0
1782,Ganael Laplanche,49,5,41,3,0
1783,Giraffe Maintainers,49,2,4,0,43
1784,Pierre Gruet,49,0,41,8,0
1785,Vincent Hobeïka,49,1,47,1,0
1786,Michael R. Crusoe,48,8,39,1,0
1787,Scott Leggett,48,2,46,0,0
1788,Timo Lindfors,48,0,2,0,46
1789,Wesley W. Terpstra,48,23,21,0,4
1790,Bill Macallister,47,16,10,2,19
1791,Debian Libreoffice Maintaners,47,0,2,0,45
1792,Ju Xor,47,13,34,0,0
1793,Marco Balmer,47,5,40,2,0
1794,Yann Amar,47,28,14,0,5
1795,Mark Hymers,46,28,16,2,0
1796,Michal Suchanek,46,6,37,3,0
1797,Tim Schumacher,46,11,35,0,0
1798,Andreas Warnke,45,6,35,4,0
1799,Cesar Mauri,45,8,34,3,0
1800,Emfox Zhou,45,5,37,3,0
1801,Gergely Pilisi,45,6,35,4,0
1802,Kristóf Ralovich,45,38,7,0,0
1803,Gaudenz Steinlin,44,6,36,2,0
1804,Philipp Hug,44,4,38,2,0
1805,Ruben Pollan,44,12,28,0,4
1806,Shaya Potter,43,8,33,2,0
1807,Alberto Capella Silva,42,10,31,1,0
1808,Eric Evans,42,5,35,2,0
1809,Jan Wedekind,42,9,22,11,0
1810,Marcus Hardt,42,18,16,1,7
1811,Mario Izquierdo,42,7,33,2,0
1812,Edgar Antonio Palma De La Cruz,41,1,40,0,0
1813,Jimmy Kaplowitz,41,4,35,2,0
1814,Marc Ferland,41,10,27,2,2
1815,"""steinar H. Gunderson""",40,0,0,0,40
1816,Benjamin Eikel,40,5,33,2,0
1817,Ignace Mouzannar,40,20,20,0,0
1818,Jaakko Niemi,40,21,18,1,0
1819,Jool Team,40,15,23,2,0
1820,Helmut Grohne,39,7,27,5,0
1821,Nathan Osman,39,1,8,3,27
1822,Chris J Arges,38,7,30,1,0
1823,Debian Mactel Team,38,30,3,5,0
1824,Laokz,38,9,29,0,0
1825,Thomas Stewart,38,7,3,0,28
1826,Dnssec-trigger Packagers,37,35,2,0,0
1827,Emmanuel Thomas-maurin,37,5,32,0,0
1828,Mark W. Eichin,37,6,30,1,0
1829,Nathan Handler,37,16,21,0,0
1830,Stefan Van Der Walt,37,13,24,0,0
1831,Alexandre Raymond,36,19,17,0,0
1832,Darshaka Pathirana,36,26,8,1,1
1833,Gastón Ramos,36,8,26,2,0
1834,Kacper Wysocki,36,5,31,0,0
1835,Stephen Dennis,36,4,31,1,0
1836,Aaron Boxer,35,0,30,2,3
1837,"Barbara ""jana"" Wisniowska",35,0,0,0,35
1838,Brandon L Griffith,35,13,18,4,0
1839,Eric Madesclair,35,6,28,1,0
1840,Malcolm Locke,35,1,33,1,0
1841,Víctor Cuadrado Juan,35,4,31,0,0
1842,Bartek Fabiszewski,34,6,28,0,0
1843,Calum Mcconnell,34,0,32,2,0
1844,Dara Adib,34,15,6,4,9
1845,Gilmar Dos Reis Queiroz,34,14,8,0,12
1846,Joan Lledó,34,7,22,2,3
1847,Kienan Stewart,34,2,31,1,0
1848,Loïc Minier,34,18,14,2,0
1849,Matthias Klein,34,14,16,2,2
1850,Lucas Albuquerque Medeiros De Moura,33,4,28,1,0
1851,Mohammad Ebrahim Mohammadi Panah,33,2,30,1,0
1852,Christopher Obbard,32,18,13,1,0
1853,In-toto Developers,32,3,25,4,0
1854,Mirco Bauer,32,0,0,0,32
1855,Roberto C. Sánchez,32,9,23,0,0
1856,Steve Kemp,32,4,26,2,0
1857,Adrià García-alzórriz,31,2,26,3,0
1858,Artyom A Anikeev,31,8,23,0,0
1859,Daniel Pimentel,31,5,24,2,0
1860,Philippe Mathieu-daudé,31,7,22,2,0
1861,Reto Buerki,31,0,0,0,31
1862,Casper Gielen,30,3,25,2,0
1863,Greaterfire,30,15,12,3,0
1864,Jakub Nadolny,30,7,22,1,0
1865,Jerome St-louis,30,0,15,0,15
1866,Kevin Wu,30,6,23,1,0
1867,Martin Peylo,30,2,26,2,0
1868,Zygmunt Krynicki,30,0,15,5,10
1869,Daniel Gröber,29,5,23,1,0
1870,Ishikawa Mutsumi,29,0,0,0,29
1871,Jack Bates,29,3,26,0,0
1872,Jaldhar H. Vyas,29,4,25,0,0
1873,Julien Danjou,29,22,6,0,1
1874,Monty Taylor,29,0,8,0,21
1875,Siegfried-angel Gevatter Pujals,29,4,25,0,0
1876,Vincent Smeets,29,0,27,2,0
1877,Debian Xilinx Package Maintainers,28,1,8,0,19
1878,Jack Henschel,28,2,25,1,0
1879,Marc Dietrich,28,3,22,3,0
1880,Nicola Di Lieto,28,12,15,1,0
1881,Abhishek Dasgupta,27,3,24,0,0
1882,Adam Saponara,27,2,25,0,0
1883,Alex Pennace,27,8,17,2,0
1884,Andrew Mcmillan,27,20,6,1,0
1885,Araki Yasuhiro,27,5,22,0,0
1886,Carl Chenet,27,9,18,0,0
1887,Kristof Ralovich,27,4,23,0,0
1888,Victor Raphael Santos Souza,27,5,18,4,0
1889,Debbugs Developers,25,7,15,3,0
1890,Debian Ippl Maintainers,25,17,7,1,0
1891,Erik Vetters,25,6,17,2,0
1892,Michael Lustfield,25,2,22,1,0
1893,Picca Frédéric-emmanuel,25,2,16,0,7
1894,Takuo Kitame,25,5,20,0,0
1895,Thierry Randrianiriana,25,7,18,0,0
1896,Charles Plessy,24,13,11,0,0
1897,Christoph Schmidt-hieber,24,3,21,0,0
1898,Georgy Komarov,24,4,16,2,2
1899,Jakub Nowacki,24,2,22,0,0
1900,Nicolas Braud-santoni,24,0,15,1,8
1901,Piotr Roszatycki,24,21,0,0,3
1902,Tobias Heider,24,2,19,3,0
1903,Yulun Shih,24,8,14,2,0
1904,Antono Vasiljev,23,2,20,1,0
1905,Brandon Weeks,23,1,21,1,0
1906,Christian Bayle,23,0,9,2,12
1907,Eva Ramon Salinas,23,3,20,0,0
1908,G. Branden Robinson,23,4,19,0,0
1909,Jean Baptiste Favre,23,13,10,0,0
1910,Kevin Zambrano,23,4,19,0,0
1911,Mod_removeip Packaging Group,23,10,10,2,1
1912,Pierre-louis Bonicoli,23,11,12,0,0
1913,Runa Sandvik,23,1,22,0,0
1914,Sebastian Lohff,23,2,20,1,0
1915,Faumachine Team,22,4,18,0,0
1916,Johannes Lehtinen,22,0,19,3,0
1917,John Allwine,22,3,18,1,0
1918,Julien Rouhaud,22,7,12,2,1
1919,Nyu Secure Systems Lab,22,3,18,1,0
1920,Paul Seyfert,22,5,17,0,0
1921,Ramon Fried,22,2,20,0,0
1922,Richard Nelson,22,11,11,0,0
1923,Roberto S. Galende,22,6,14,2,0
1924,Vivia Nikolaidou,22,4,18,0,0
1925,Werner Heuser,22,4,18,0,0
1926,Lucas Chiesa,21,2,18,1,0
1927,Luzip665,21,4,13,4,0
1928,Markus Schade,21,20,1,0,0
1929,David Caldwell,20,5,15,0,0
1930,Debian L10n Development Team,20,4,16,0,0
1931,Drake Diedrich,20,1,19,0,0
1932,Gleisson Jesuino Joaquim Cardoso,20,3,17,0,0
1933,Hendrik Rittich,20,5,15,0,0
1934,John Ogness,20,7,12,1,0
1935,Lieer Maintainers,20,4,9,1,6
1936,Martin Dosch,20,5,12,3,0
1937,Zbigniew Jędrzejewski-szmek,20,1,14,5,0
1938,Arnd Hannemann,19,5,12,2,0
1939,Debian L2tpns Packaging Team,19,14,4,1,0
1940,Makoto Yamashita,19,0,14,5,0
1941,Marvin Stark,19,4,14,1,0
1942,Mike Markley,19,2,16,1,0
1943,Roman V. Nikolaev,19,0,19,0,0
1944,Stephen Gallagher,19,0,17,2,0
1945,Terry Burton,19,0,0,0,19
1946,Adrian-ken Rueegsegger,18,1,7,0,10
1947,Debian S/390 Team,18,13,4,1,0
1948,Ervin Hegedus,18,18,0,0,0
1949,Helge Deller,18,1,17,0,0
1950,Krystian Wlosek,18,4,14,0,0
1951,Christoph Hueffelmann,17,0,17,0,0
1952,Francis Murtagh,17,0,1,0,16
1953,Johann Queuniet,17,4,13,0,0
1954,Jose Carlos Garcia Sogo,17,2,15,0,0
1955,Roman Lebedev,17,0,6,0,11
1956,Antonio Cardoso Martins,16,1,13,2,0
1957,Arno Onken,16,4,10,2,0
1958,Geoffrey Pouzet,16,8,8,0,0
1959,Grzegorz Kolorz,16,7,9,0,0
1960,Lars Kruse,16,0,0,0,16
1961,Mats Sjöberg,16,3,13,0,0
1962,Matt Barry,16,0,14,2,0
1963,Panu Kalliokoski,16,3,12,1,0
1964,Thomas Andrejak,16,3,13,0,0
1965,Alexander Sulfrian,15,0,12,0,3
1966,Cézar Augusto De Campos,15,3,10,2,0
1967,David Maiorino,15,3,11,1,0
1968,Guido Guenther,15,6,9,0,0
1969,Ludovic Claude,15,2,11,2,0
1970,Martin Wuertele,15,2,13,0,0
1971,Martín Ferrari,15,1,14,0,0
1972,Russell Hernandez Ruiz,15,2,13,0,0
1973,Sven Hartge,15,11,4,0,0
1974,Debian Input Method Team Team,14,1,3,0,10
1975,Faucc Team,14,1,11,2,0
1976,Fernando Ike,14,4,4,0,6
1977,Fernando Toledo,14,1,13,0,0
1978,Geoff Levand,14,0,12,0,2
1979,Lajos Veres,14,2,12,0,0
1980,Marco Maria Francesco De Santis,14,0,12,2,0
1981,Mark King,14,2,10,2,0
1982,Thomas Krennwallner,14,3,10,1,0
1983,Torrus Maintainers,14,14,0,0,0
1984,Andreas Seltenreich,13,4,5,4,0
1985,Christian Garbs,13,8,5,0,0
1986,Dale E. Martin,13,2,11,0,0
1987,Debian Nim Team,13,0,0,0,13
1988,Felipe Augusto Van De Wiel,13,5,8,0,0
1989,Gábor Németh,13,1,8,2,2
1990,James E. Stark,13,2,11,0,0
1991,Leopold Palomo-avellaneda,13,2,10,0,1
1992,Maintainer: Debian Qa Group,13,0,11,2,0
1993,Mtpolicyd Maintainers,13,12,1,0,0
1994,Norwid Behrnd,13,5,7,1,0
1995,Philip Hands,13,11,1,0,1
1996,Quirin Gylstorff,13,0,3,9,1
1997,Romuald Brunet,13,3,9,1,0
1998,Siridb Maintainers,13,3,10,0,0
1999,Xavier Grave,13,0,0,0,13
2000,Adrian Vondendriesch,12,11,1,0,0
2001,David Douard,12,0,12,0,0
2002,Debian Kgb Maintainers,12,7,5,0,0
2003,Dimitri John Ledkov,12,1,11,0,0
2004,Dominique Belhachemi,12,1,10,1,0
2005,Felix Lechner,12,2,10,0,0
2006,Ferdinand Bachmann,12,3,2,7,0
2007,Jan Luebbe,12,1,10,1,0
2008,Medhamsh V,12,0,10,0,2
2009,Michael C. Schultheiss,12,2,10,0,0
2010,Radu-bogdan Croitoru,12,1,11,0,0
2011,Soren Stoutner,12,5,6,1,0
2012,Stephane Carrez,12,5,7,0,0
2013,Stephen Gildea,12,2,10,0,0
2014,Christopher Hoskin,11,2,4,5,0
2015,Dale Mellor,11,2,9,0,0
2016,François-régis Vuillemin,11,0,0,0,11
2017,Fumiama Minamoto,11,1,10,0,0
2018,Martin F. Krafft,11,0,6,0,5
2019,Alex Doyle,10,1,8,1,0
2020,Architecture Properties Maintainers,10,3,1,1,5
2021,Bhuvan Krishna,10,0,9,1,0
2022,Christer Edwards,10,1,9,0,0
2023,Dave Walker,10,0,10,0,0
2024,David Banks,10,0,9,1,0
2025,Jérôme Sonrier,10,0,10,0,0
2026,Jürgen Rinas,10,10,0,0,0
2027,Martin Gerhard Loschwitz,10,5,5,0,0
2028,Simon Huggins,10,2,8,0,0
2029,Thomas Schmidt,10,0,9,1,0
2030,Agathe Porte,9,7,2,0,0
2031,Alexander Gordeev,9,5,3,1,0
2032,Andreas Henriksson,9,0,9,0,0
2033,Arun Kumar Pariyar,9,2,4,3,0
2034,Boxer Developers,9,0,0,0,9
2035,Debian Freesmartphone.org Team,9,0,9,0,0
2036,Debian Med Team,9,0,9,0,0
2037,Debian Pan Team,9,0,5,0,4
2038,Dnstap-ldns Packagers,9,2,6,1,0
2039,Frank Stähr,9,3,6,0,0
2040,Jonas Weber,9,7,2,0,0
2041,Riku Voipio,9,1,8,0,0
2042,Sarah Connor,9,4,5,0,0
2043,Sascha Manns,9,4,5,0,0
2044,Andrea Corbellini,8,6,2,0,0
2045,Anthony Towns,8,0,4,0,4
2046,Bruno Nova,8,1,7,0,0
2047,Debian Libreoffice Team,8,4,4,0,0
2048,Fusiondirectory Maintenance Team,8,3,4,1,0
2049,Hector Oron,8,1,6,1,0
2050,Ledgersmb Core Team,8,5,2,1,0
2051,Mathieu Parent,8,0,8,0,0
2052,Matt Hsiao,8,3,5,0,0
2053,Tahoe Packaging Team,8,0,7,1,0
2054,Thibaut Gridel,8,1,7,0,0
2055,Ana Rodríguez López,7,0,7,0,0
2056,Antonio Radici,7,5,2,0,0
2057,Atsuhito Kohda,7,1,5,1,0
2058,Benedikt Wildenhain,7,6,1,0,0
2059,Cyril Lacoux,7,1,6,0,0
2060,Debian Fcoe Team,7,6,1,0,0
2061,Dominik Paulus,7,6,1,0,0
2062,Florian Ragwitz,7,1,6,0,0
2063,Gabriele N. Tornetta,7,1,6,0,0
2064,Gleydson Mazioli Da Silva,7,0,0,0,7
2065,Hiltjo Posthuma,7,4,0,3,0
2066,Luca Dall'olio,7,0,7,0,0
2067,Nicolas Dandrimont,7,1,6,0,0
2068,Ralph Ronnquist,7,1,1,5,0
2069,Riccardo Coccioli,7,2,3,2,0
2070,Sergio Schvezov,7,0,0,0,7
2071,Stefan Breunig,7,1,5,1,0
2072,Zulip Debian Packaging Team,7,0,0,0,7
2073,Adrien Boussicault,6,0,4,0,2
2074,Antti Järvinen,6,2,4,0,0
2075,Debian Kubernetes Packaging Team,6,1,4,1,0
2076,Grigori Fursin,6,5,1,0,0
2077,James Valleroy,6,6,0,0,0
2078,Jeroen Nijhof,6,5,1,0,0
2079,Jonas Meurer,6,1,5,0,0
2080,Matt Hart,6,2,4,0,0
2081,Stanislas Leduc,6,1,5,0,0
2082,Stefano Brivio,6,0,3,3,0
2083,Uli Martens,6,1,4,1,0
2084,Bofu Chen,5,0,5,0,0
2085,Dave Lambley,5,0,5,0,0
2086,Doug Rintoul,5,2,1,0,2
2087,Guobang Bi,5,0,4,1,0
2088,Jiaxun Yang,5,3,2,0,0
2089,Juri Grabowski,5,0,5,0,0
2090,Markus Uhlin,5,0,4,1,0
2091,Nicolas Delvaux,5,2,3,0,0
2092,Sergey B Kirpichev,5,0,5,0,0
2093,Skyper,5,0,5,0,0
2094,Steve Langasek <vorlon@debian.org>  Michael Vogt,5,0,0,0,5
2095,Adrien Nayrat,4,2,2,0,0
2096,Christos Trochalakis,4,0,4,0,0
2097,Compute Library Team,4,2,0,2,0
2098,Daniel Bailey,4,1,3,0,0
2099,Debian Ruby Maintainers,4,0,4,0,0
2100,Debianonmobile Team,4,0,4,0,0
2101,Dr. Torge Szczepanek,4,1,3,0,0
2102,Franklin Timoteo Dos Santos,4,1,3,0,0
2103,Ikuya Awashiro,4,1,0,0,3
2104,Jeremy Finzel,4,0,4,0,0
2105,Leofs Maintainers Team,4,0,4,0,0
2106,Michael Grünewald,4,0,3,1,0
2107,Miguel Landaeta,4,2,0,2,0
2108,Mirrorbits Maintainers,4,1,3,0,0
2109,Morten Werner Forsbring,4,1,3,0,0
2110,Shibboleth Packaging,4,0,2,0,2
2111,Stefan Potyra,4,0,2,2,0
2112,Ďoďo Ivanecký,4,0,4,0,0
2113,Andreas Misje,3,0,3,0,0
2114,Domenico Andreoli,3,0,3,0,0
2115,Laurent Arnoud,3,0,0,0,3
2116,Markus Wurzenberger,3,2,1,0,0
2117,Miroslav Kravec,3,0,3,0,0
2118,Robin Alexander,3,0,3,0,0
2119,Thomi Richards,3,2,1,0,0
2120,Ubaldo Porcheddu,3,0,3,0,0
2121,Valentin Gutierrez,3,0,3,0,0
2122,Yaegashi Takeshi,3,0,3,0,0
2123,Alex Vong,2,0,2,0,0
2124,Cybertec Postgresql,2,0,2,0,0
2125,Dušan Poizl,2,0,1,0,1
2126,Linaro Packagers,2,0,1,1,0
2127,Magnus Hagander,2,0,2,0,0
2128,Mariusz Jedwabny,2,1,1,0,0
2129,Matthew Fernandez,2,1,1,0,0
2130,Steve Kowalik,2,1,1,0,0
2131,Sven-ola Tuecke,2,1,1,0,0
2132,Thomas Calderon,2,1,0,0,1
2133,Vladimir Oltean,2,0,2,0,0
2134,Debian Ruby Extras Team,1,0,1,0,0
2135,Francisco Moya,1,0,0,0,1
2136,Groonga Project,1,1,0,0,0
2137,Jarrah Gosbell,1,1,0,0,0
2138,Ohashi Akira,1,0,1,0,0
2139,Python Packaging Team,1,0,1,0,0
2140,Raphaël Bleuse,1,0,1,0,0
2141,Sunday Nkwuda,1,0,0,0,1
2142,Tinker Team,1,0,0,0,1
2142,Total 307407791,102626872,92766874,30352211,81661834,0
